;;;;;;;;;;;;;"Normalised abundance";;;;;;;;;;;"Raw abundance";;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;"LP110";"LP130";"500";"501";"502";"503";"504";"505";"506";"507";"508";"LP110";"LP130";"500";"501";"502";"503";"504";"505";"506";"507";"508";"Tags";;;;;;;;;;;;;;;
"Compound";"Neutral mass (Da)";"m/z";"Charge";"Retention time (min)";"Chromatographic peak width (min)";"Identifications";"Max Fold Change";"Highest Mean";"Lowest Mean";"Isotope Distribution";"Maximum Abundance";"Minimum CV%";"210921C1NHR_B1LP110abcNR";"210921C1NHR_B1LP130abcNR";"210921C1NHR_B1500abcNR";"210921C1NHR_B1501abcNR";"210921C1NHR_B1502abcNR";"210921C1NHR_B1503abcNR";"210921C1NHR_B1504abcNR";"210921C1NHR_B1505abcNR";"210921C1NHR_B1506abcNR";"210921C1NHR_B1507abcNR";"210921C1NHR_B1508abcNR";"210921C1NHR_B1LP110abcNR";"210921C1NHR_B1LP130abcNR";"210921C1NHR_B1500abcNR";"210921C1NHR_B1501abcNR";"210921C1NHR_B1502abcNR";"210921C1NHR_B1503abcNR";"210921C1NHR_B1504abcNR";"210921C1NHR_B1505abcNR";"210921C1NHR_B1506abcNR";"210921C1NHR_B1507abcNR";"210921C1NHR_B1508abcNR";"D0NoQC - Anova p-value <= 0,05";"D0NoQC - Max fold change >= 2";"D0NoQC - Minimum CV >= 30";"D0NoQC - qValue>0.004";"D0NoQC - Power<0.8";"D-MolNet - Not fragmented";"Accepted Compound ID";"Accepted Description";"Adducts";"Formula";"Score";"Fragmentation Score";"Mass Error (ppm)";"Isotope Similarity";"Retention Time Error (mins)";"Compound Link"
"0,61_130,9829m/z";;"130,982878665902";"1";"0,6053";"0,0456833333333333";"0";"Infinity";"508";"504";"100";"38,4717203187466";"---";"35,760443478938";"33,8345557578833";"18,6816560194884";"35,4237060249682";"0,727045867062729";"3,13433480245578";"0";"14,9480051653403";"30,1266229445662";"25,9685569365676";"38,4717203187466";"33,8947533452527";"38,2957916043203";"16,6403272894624";"31,3720941406983";"0,691451451279819";"2,96163928508531";"0";"15,9393000602792";"28,2395449028348";"28,4123519119868";"41,7423350424714";"x";"x";;;;;;;;;;;;;;
"0,61_288,9364m/z";;"288,93638729156";"1";"0,609116666666667";"0,07995";"0";"5,19489023937286";"LP110";"505";"100 - 12,6 - 10,8";"2144,031846758";"---";"2144,031846758";"1993,97504603716";"1084,79872663443";"1370,55506390457";"874,922353613076";"725,872988348363";"477,384072962721";"412,719373839328";"1123,18275165667";"1143,10737778226";"1260,60613272167";"2032,17364049276";"2256,88947635917";"966,263688591524";"1213,79684157041";"832,088260960735";"685,878852696405";"482,747307072767";"440,08935423497";"1052,82858313925";"1250,68055071645";"1367,77464362624";"x";"x";;"x";;;;;;;;;;;;
"0,61_458,8736m/z";;"458,873619888902";"1";"0,609116666666667";"0,0533";"0";"30,7823922881818";"LP110";"505";"100 - 4,03";"133,077093623716";"---";"133,077093623716";"127,022947241188";"28,2020176906547";"81,0502622934496";"14,6173087546357";"30,2840156370028";"10,5620860756101";"4,32315631539813";"36,7007816974197";"40,8096072588495";"68,4214204461372";"126,134209351615";"143,771484730717";"25,1204071044958";"71,7800801815081";"13,9016804992387";"28,6154275383766";"10,6807472197961";"4,60985161273547";"34,4019100521307";"44,6500329479478";"74,2381633231188";"x";"x";;;;;;;;;;;;;;
"0,61_516,8974m/z";;"516,897365722256";"1";"0,6053";"0,0418833333333333";"0";"Infinity";"LP130";"505";"100 - 6,78";"78,4946178701756";"---";"73,9455124047403";"78,4946178701756";"40,1451055697468";"72,3097070975386";"19,8853427182814";"15,7796437886547";"5,62865886190906";"0";"72,1132338862021";"56,5611143951564";"61,5739147877796";"70,0876348310159";"88,8444804633387";"35,7584838867459";"64,0392322799696";"18,9118041992335";"14,9102172851847";"5,69189476966494";"0";"67,5961892630697";"61,883850175224";"66,8085273976075";"x";"x";;;;;;;;;;;;;;
"0,61_532,8750m/z";;"532,874990353311";"1";"0,612916666666667";"0,0456833333333333";"0";"Infinity";"LP110";"502";"100 - 5,27";"132,88060025035";"---";"132,88060025035";"117,609325473056";"14,7744972395446";"52,9915768622928";"0";"0";"0";"0";"11,1261846584569";"11,0552194437344";"31,2829649919085";"125,947967410065";"133,116635290577";"13,1601004400687";"46,9306271008494";"0";"0";"0";"0";"10,4292602538911";"12,0955810546914";"33,9424386275193";"x";"x";;;;;;;;;;;;;;
"0,62_174,9559m/z";;"174,955882697452";"1";"0,620533333333333";"0,0380666666666667";"0";"12,3527166429222";"LP110";"504";"100 - 0,715";"1014,55981154181";"---";"1014,55981154181";"622,657314285685";"390,908271222499";"499,67274321411";"235,643545949081";"157,558090936557";"82,132525246835";"82,2265037896848";"269,046210220966";"330,450997132848";"377,640930037408";"961,628302693431";"704,757435546781";"348,19405552241";"442,522313408004";"224,107005090996";"148,876958337425";"83,0552538963566";"87,6794530316607";"252,193634462534";"361,548392663455";"409,745498687529";;"x";;"x";"x";;;;;;;;;;;
"0,62_304,9139m/z";;"304,913918858226";"1";"0,620533333333333";"0,0761333333333333";"0";"Infinity";"LP110";"505";"100";"1007,55679631951";"---";"1007,55679631951";"730,14764634938";"274,670209538499";"400,891392414703";"171,890225762071";"115,978756922317";"12,4052633959635";"0";"169,336856520503";"228,239802436445";"300,144981923209";"954,990648052137";"826,420843384827";"244,657228385848";"355,039150736091";"163,47489401758";"109,588561651859";"12,5446319580029";"0";"158,729897214655";"249,718519322689";"325,661350544027";"x";"x";;"x";;;;;;;;;;;;
"0,62_418,8941m/z";;"418,894137984025";"1";"0,620533333333333";"0,0647166666666668";"0";"Infinity";"LP110";"504";"100 - 4,1";"331,019072011582";"---";"331,019072011582";"271,68491118848";"77,8042469913892";"129,301687680276";"63,8288399773557";"21,4635165500326";"0";"0";"61,0705968414889";"87,7952224820501";"108,692217402637";"313,749179453415";"307,507768547786";"69,3026428222577";"114,512714045154";"60,7039335965883";"20,2809201368181";"0";"0";"57,2452433490959";"96,0572727797053";"117,932520764328";"x";"x";;;;;;;;;;;;;;
"0,63_434,8720m/z";;"434,871988135189";"1";"0,62815";"0,0418666666666667";"0";"Infinity";"LP110";"502";"100";"200,052455244618";"---";"200,052455244618";"96,7702842113129";"21,1668817251695";"37,6645881249618";"0";"0";"0";"0";"0";"18,6468767803582";"17,160861707379";"189,615339379731";"109,529874255371";"18,8539944872514";"33,3566737369057";"0";"0";"0";"0";"0";"20,4016582991931";"18,6197662353527";"x";"x";;;;;;;;;;;;;;
"0,66_165,9547n";"165,954669069721";"186,929336889721";"1";"0,6586";"0,0266500000000001";"0";"4,2871918946199";"506";"501";"100";"96,1365027993588";"---";"55,8761045924365";"66,4221998450613";"39,1567755283015";"22,4241193682053";"27,8812653913731";"31,3372279947031";"40,5039926851871";"83,7216783661653";"96,1365027993588";"77,3803047215354";"62,6862919103433";"52,9609422816481";"75,1802607183432";"34,8781478318212";"19,8593445684576";"26,5162657429966";"29,6106100222831";"40,959040114428";"89,2737819038692";"90,1146833682421";"84,6622495880447";"68,015471567479";"x";"x";;;;;;;"M+Na-2H, M+K-2H";;;;;;;
"0,66_180,9124m/z";;"180,91235736678";"1";"0,662416666666667";"0,0418666666666666";"0";"Infinity";"LP110";"503";"100";"155,224702913926";"---";"155,224702913926";"85,7528186867427";"53,3343272928335";"102,42327778004";"17,9805820412276";"0";"0";"0";"21,3848341854441";"48,4754416958973";"50,0367703300601";"147,12633587602";"97,0597071647798";"47,5065305233234";"90,7085416316823";"17,1002960205122";"0";"0";"0";"20,0453262329042";"53,0372677972485";"54,2905701709106";"x";"x";"x";;;;;;;;;;;;;
"0,67_255,8728n";"255,872776139794";"292,821378300979";"1";"0,666216666666667";"0,03045";"0";"5,46960939722232";"506";"502";"100";"165,095769236117";"---";"80,4150023323465";"153,899044791952";"55,1117704485889";"40,9681683063195";"30,1841973066595";"47,244813565996";"43,0917145067458";"115,040636115077";"165,095769236117";"120,33121501501";"116,949280582464";"76,2195992037442";"174,191314632034";"49,0897539709306";"36,2824045562008";"28,706451654453";"44,6417197562797";"43,5758340368939";"122,66969390774";"154,754464089454";"131,655094865479";"126,891545597727";"x";"x";;;;;;;"M+Na-2H, M+K-2H";;;;;;;
"0,68_333,0590m/z";;"333,058984392596";"1";"0,68145";"0,0695";"0";"5,7009057357504";"504";"LP110";"100";"178,688416719609";"---";"31,3438644668432";"61,9872589225682";"114,239525352427";"76,2056319834448";"152,368435911814";"159,455006092918";"178,688416719609";"172,111595136513";"150,590669112632";"125,854187722598";"121,881122587894";"29,7085956335077";"70,1605532169171";"101,756669177195";"67,4895579516989";"144,908844012959";"150,669357299767";"180,695915222173";"183,525382041954";"141,157937621454";"137,697812008045";"132,242660641752";"x";"x";;;;;;;;;;;;;;
"0,69_245,0423m/z";;"245,042319796425";"1";"0,690016666666667";"0,0618833333333333";"0";"8,54501261881467";"504";"LP110";"100";"187,098269532875";"---";"21,8956106771471";"69,4620255261971";"122,985516565527";"91,6380499025157";"147,438888685704";"174,44843665857";"187,098269532875";"150,227263278548";"143,072407067739";"107,629098038753";"110,130727557918";"20,7532751567437";"78,6209008624396";"109,546993338228";"81,1568819588042";"140,220635554507";"164,836680122664";"189,200249632173";"160,189764463252";"134,110606130011";"117,757633468676";"119,493323670105";"x";"x";;;;;;;;;;;;;;
"0,69_317,0547m/z";;"317,054669058697";"1";"0,690016666666667";"0,0809";"0";"2,03062767270197";"505";"LP110";"100 - 1,54";"536,49529778424";"---";"264,201707184643";"369,586716909818";"371,149341932155";"284,600378050119";"426,503398682312";"512,458665044618";"531,890950134116";"536,49529778424";"459,443348154402";"415,177051711789";"416,884881040075";"250,417803226977";"418,318360429651";"330,594167699956";"252,049004877509";"405,622818799705";"484,223227585441";"537,866548919554";"572,073627064284";"430,664634545611";"454,247670666896";"452,325714429674";"x";"x";;;;;;;;;;;;;;
"0,69_335,0738m/z";;"335,073753438498";"1";"0,690016666666667";"0,0314166666666666";"0";"Infinity";"504";"LP110";"100";"23,208554631108";"---";"0";"3,32457226418985";"4,97407832517102";"0";"14,4130966476283";"8,99864177954067";"23,208554631108";"17,2744409887017";"10,0141066368929";"8,55571194733524";"7,84628126804123";"0";"3,76293182372444";"4,43056499958686";"0";"13,7074661254886";"8,50283479155339";"23,4692941883997";"18,4200162661795";"9,3868408203157";"9,36085510254036";"8,51332092286106";"x";"x";"x";;;;;;;;;;;;;
"0,69_357,1038m/z";;"357,103759717235";"1";"0,693833333333333";"0,0809166666666666";"0";"1,64017847083905";"502";"LP130";"100 - 6,08";"745,831130519448";"---";"519,742874528425";"454,725594671361";"699,204678059541";"629,0688713407";"745,831130519448";"708,951918709421";"712,818404477449";"513,847312180744";"492,617553211721";"515,796941459801";"505,358992092082";"492,626903395906";"514,683175842428";"622,803175109129";"557,118666205421";"709,317033450443";"669,890099820008";"720,826656527911";"547,923713125798";"461,760866441758";"564,336487841027";"548,321317317182";"x";;;;;;;;;;;;;;;
"0,69_515,0889m/z";;"515,088879837857";"1";"0,693833333333333";"0,0809166666666666";"0";"2,8857992739499";"504";"501";"100 - 2,92";"355,390154929526";"---";"130,714931427329";"265,26094331435";"182,815477792854";"123,151377206873";"251,100933741532";"320,011655780055";"355,390154929526";"243,504158097665";"308,841885180227";"238,788174197945";"267,091428820674";"123,895285635381";"300,236772092535";"162,839385377777";"109,065849760821";"238,807636380278";"302,37965985664";"359,382832333829";"259,652428462083";"289,496579170891";"261,25955532705";"289,797799953652";"x";"x";;;;;;;;;;;;;;
"0,69_541,0683m/z";;"541,06831307884";"1";"0,693833333333333";"0,0771166666666667";"0";"5,26386052225669";"504";"LP110";"100 - 5,61";"394,365786061787";"---";"74,9194976565825";"154,077062939395";"346,869939399843";"204,258711796364";"362,143158873022";"382,442936617555";"394,365786061787";"331,077277198112";"277,685702918335";"266,070566698251";"242,784336550867";"71,0108054257136";"174,392805259695";"308,967754917876";"180,896474553414";"344,41350142797";"361,371103209043";"398,796340316593";"353,033064012915";"260,291964713952";"291,10938250894";"263,424277245853";"x";"x";;;;;;;;;;;;;;
"0,70_195,0508m/z";;"195,050755769985";"1";"0,70145";"0,0885333333333332";"0";"1,63809696488452";"501";"LP130";"100 - 0,125";"780,537499035199";"---";"574,435701222104";"476,490412818894";"734,161624135235";"780,537499035199";"719,270359133742";"635,029617432588";"560,161886504228";"524,665857109524";"546,443689135471";"505,655284955925";"505,945775485715";"544,466301630124";"539,31778154106";"653,940405295404";"691,262960538851";"684,056613504788";"600,040768046693";"566,455098839951";"559,459702840016";"512,215429011274";"553,240441408318";"548,957985207555";"x";;;;;;;;;;;;;;;
"0,70_259,0136m/z";;"259,013567530275";"1";"0,697633333333333";"0,0618833333333333";"0";"1,88943526800622";"504";"501";"100";"116,021917824246";"---";"65,3484448257846";"88,1126543788977";"82,8325231607528";"61,405606102968";"91,1125605473965";"94,2045880548486";"116,021917824246";"101,55077759516";"103,515384102339";"109,177560913304";"108,303067269905";"61,9390925666339";"99,7306976318602";"73,7814835135073";"54,3822956884048";"86,6519088745223";"89,0141055128887";"117,325381308744";"108,285239236943";"97,0313646793736";"119,45181586864";"117,510287625603";"x";"x";;"x";;;;;;;;;;;;
"0,70_261,0317m/z";;"261,031658798463";"1";"0,697633333333333";"0,0542666666666666";"0";"3,77268577829898";"LP130";"501";"100";"51,3662659550387";"---";"32,4056451425039";"51,3662659550387";"25,8112567189006";"13,6153045796988";"24,8904494422586";"39,1069702059441";"49,8126042741161";"30,118135350402";"34,1815424658374";"38,9974477070761";"37,04421906362";"30,714981198314";"58,1391353438394";"22,9908825591684";"12,0580443143787";"23,6718729443953";"36,9522551298088";"50,3722305236789";"32,1154556274354";"32,04047148226";"42,6673384520072";"40,1934769417327";"x";"x";;"x";;;;;;;;;;;;
"0,70_344,1317n";"344,131737657644";"343,124461225644";"1";"0,70145";"0,0847166666666667";"0";"2,39254404144703";"502";"LP130";"100 - 3,14";"1200,3896312818";"---";"711,620315279881";"501,721017664441";"1130,67621975846";"1157,71349514846";"1200,3896312818";"1036,89123384552";"1014,79390442565";"928,580449224086";"691,612130649928";"731,617267101244";"695,506992780411";"674,493734287403";"567,875153245015";"1007,12818689979";"1025,2991805023";"1141,62144405593";"979,760621013239";"1026,19473991877";"990,160375687472";"648,290777720793";"800,466784062822";"754,634460754145";"x";;;;;;;;"M-H, M+Cl";;;;;;;
"0,70_441,1005m/z";;"441,100514533591";"1";"0,697633333333333";"0,0694833333333333";"0";"1,73589980904772";"504";"501";"100 - 0,677";"336,622636427249";"---";"267,285098687182";"287,638490586687";"236,69036341366";"193,918240368903";"259,612016130093";"277,166054169565";"336,622636427249";"237,801347495157";"226,991542079652";"260,133623941892";"251,696223747991";"253,340328349099";"325,564897961532";"210,827407878424";"171,738701991366";"246,902036659737";"261,894764361967";"340,404467678332";"253,571429133083";"212,773195884481";"284,613738284773";"273,093794963307";"x";;;"x";;;;;;;;;;;;
"0,71_102,0310n";"102,031048429797";"263,076874877396";"1";"0,709066666666667";"0,0533166666666667";"0";"Infinity";"501";"LP110";"100";"80,6839706151148";"---";"0";"3,13616534356953";"51,8940014970139";"80,6839706151148";"80,4843799829415";"71,0987907104219";"59,998604242519";"55,5095905202858";"23,7062903856874";"43,0259483524662";"30,3729655697182";"0";"3,54968261718783";"46,2235879072679";"71,4556833776396";"76,5440584503863";"67,1813909366227";"60,6726664474676";"59,1907756078118";"22,2213705485038";"47,0749448621005";"32,9550769900671";"x";"x";;;;;;;"M-H, 2M+Hac-H";;;;;;;
"0,71_355,0881m/z";;"355,088101328559";"1";"0,709066666666667";"0,0456833333333334";"0";"2,10645811509357";"LP110";"LP130";"100";"82,5523802557815";"---";"82,5523802557815";"39,1901361172398";"48,0302596956647";"55,4534876536305";"57,0846084126175";"48,4907349214614";"62,2808786324798";"74,179880469492";"76,8512092899008";"66,0876248187448";"63,4329163553289";"78,2454660687087";"44,3575289248797";"42,7820338999916";"49,1109550726717";"54,2898833771088";"45,8189933613783";"62,9805813490206";"79,0992082328442";"72,0373863201534";"72,3068616390246";"68,8255691528033";"x";;;"x";;;;;;;;;;;;
"0,71_400,1172n";"400,117194242819";"381,099353122819";"1";"0,70525";"0,0618833333333334";"0";"2,27690132577433";"502";"LP130";"100";"148,599528417132";"---";"67,8723391008805";"65,2639298572133";"133,418145001429";"125,859135943268";"148,599528417132";"128,196751230187";"110,761126760457";"146,817285508245";"123,262051905184";"107,904092727376";"100,524092698521";"64,3313104924059";"73,8692677089011";"118,839657301298";"111,463906641956";"141,324453158135";"121,133369149381";"112,005487196326";"156,553649926327";"115,541136356268";"118,058506785826";"109,069995375731";"x";"x";;;;;;;"M-H2O-H, M+Na-2H";;;;;;;
"0,71_453,0884m/z";;"453,088379722415";"1";"0,709066666666667";"0,0609166666666666";"0";"Infinity";"502";"LP110";"100";"96,7244993323524";"---";"0";"16,3036939607904";"64,7330300650014";"64,4295471491709";"96,7244993323524";"84,3677294109576";"86,4721872978136";"61,588972930263";"59,6839505748207";"55,9141506598307";"48,4891380069643";"0";"18,453408130165";"57,6597066981929";"57,0603712999891";"91,9891006434929";"79,7192379133099";"87,4436704510065";"65,6733195554479";"55,9454541366118";"61,1760033215361";"52,6113682423776";"x";"x";;;;;;;;;;;;;;
"0,72_508,0729m/z";;"508,072902911675";"1";"0,716666666666667";"0,0495";"0";"Infinity";"505";"LP110";"100";"98,0200653290779";"---";"0";"0";"25,9373300134962";"0";"71,3813536816945";"0";"0";"98,0200653290779";"61,3742382515214";"69,1363103204429";"43,5212018733639";"0";"0";"23,1031799316468";"0";"67,8866944075032";"0";"0";"104,520383551311";"57,5298652016266";"75,6424464986225";"47,221090582834";"x";"x";"x";;;;;;;;;;;;;
"0,75_273,0401m/z";;"273,040138985993";"1";"0,75475";"0,0418833333333334";"0";"Infinity";"LP130";"LP110";"100";"82,815270730344";"---";"0";"82,815270730344";"0";"0";"0";"0";"0";"52,008983216452";"41,4598853859898";"28,182815452155";"16,2954530077017";"0";"93,7348305158606";"0";"0";"0";"0";"0";"55,4580213311148";"38,8629119559257";"30,834985265186";"17,6807861327916";"x";"x";;;;;;;;;;;;;;
"0,75_335,0615m/z";;"335,061529326703";"1";"0,750933333333333";"0,0533166666666667";"0";"4,10743911628482";"504";"LP110";"100";"99,0407022371999";"---";"24,1125186358896";"67,852821736258";"52,3987376822721";"43,7084265323091";"85,6045877522377";"89,0344668895634";"99,0407022371999";"64,4602497902618";"43,7285406407355";"31,5278613237552";"38,6905120315279";"22,8545228242946";"76,7995164343602";"46,6731719970707";"38,7092437744061";"81,4135931707158";"84,1288475819993";"100,153388023353";"68,7350085849496";"40,9894626832782";"34,4948197603332";"41,9797269995703";"x";"x";;;;;;;;;;;;;;
"0,75_337,0775m/z";;"337,077487791944";"1";"0,75475";"0,0609166666666666";"0";"3,88025915545084";"LP110";"504";"100 - 1,19";"671,893134657499";"---";"671,893134657499";"190,906862785973";"320,265908334929";"354,088999047187";"281,967561645193";"206,767387145817";"173,156768076599";"204,0857480398";"214,584384246343";"182,504661043671";"179,725222692914";"636,839195995924";"216,078777135496";"285,27072379401";"313,589814811137";"268,163108472191";"195,374921710884";"175,102120545461";"217,619939252868";"201,143200335527";"199,679430313235";"195,004288840568";"x";"x";;;;;;;;;;;;;;
"0,76_150,0240n";"150,023976017576";"345,045927145712";"1";"0,75855";"0,07995";"0";"3,18721202785457";"507";"LP130";"100 - 10,3";"2327,22230740567";"---";"1669,94586062485";"730,174926257482";"1376,58495158536";"1242,93185453968";"1631,41578593";"752,823800127135";"840,987488452623";"2107,63085016038";"1584,95725883241";"2327,22230740567";"2064,28201384438";"1582,82161906472";"826,451720269486";"1226,16667988282";"1100,77062867468";"1551,54559557489";"711,34472917725";"850,435672922201";"2247,40091841164";"1485,67835705411";"2546,22770672044";"2239,77380606116";"x";"x";;;;;;;"2M-H, 2M+FA-H";;;;;;;
"0,76_160,0368n";"160,036805023875";"181,014001026269";"1";"0,762366666666667";"0,0609166666666666";"0";"3,40387274656977";"507";"503";"100";"245,095673522541";"---";"150,958714014206";"74,8560491262238";"154,914734330875";"136,103427869549";"165,504874249059";"72,0049460631378";"93,8807320310203";"198,365833171699";"171,239286260992";"245,095673522541";"236,722921961998";"143,082911704986";"84,7261503350081";"137,987332522166";"120,536500302527";"157,402153946254";"68,0376189595165";"94,9354474537196";"211,520701368384";"160,513162142153";"268,160627686703";"256,847560725157";"x";"x";;;;;;;"M-H2O-H, M+Na-2H";;;;;;;
"0,76_167,0346m/z";;"167,034624442415";"1";"0,762366666666667";"0,0457000000000001";"0";"3,59129478557589";"504";"500";"100";"107,155278071191";"---";"76,8053210534585";"44,0795115335825";"29,8375055430065";"36,6948887859122";"48,2542038214652";"96,2569460075296";"107,155278071191";"54,1156225835169";"35,4939616346042";"55,4534625358304";"38,9647615173572";"72,7982418406861";"49,8915901183955";"26,5771865844671";"32,4978844580145";"45,8917941415456";"90,9533826874123";"108,359128126045";"57,70436501504";"33,2706830501455";"60,6719617171934";"42,27729138785";"x";"x";;;;;;;;;;;;;;
"0,76_172,0369n";"172,036850909176";"153,019009789176";"1";"0,762366666666667";"0,0799666666666666";"0";"1,62997989514298";"LP110";"501";"100 - 0,191";"471,466510843056";"---";"471,466510843056";"305,992607805306";"330,876946752889";"289,246825833823";"361,286623168956";"352,227387886874";"406,361581517045";"399,58217076941";"344,285670661823";"444,957888008663";"471,232362476717";"446,869209130033";"346,339086726275";"294,722303031509";"256,164011850169";"343,598899650448";"332,820370188729";"410,926904112494";"426,080941783404";"322,720229012949";"486,831060000654";"511,293464248164";"x";;;;;;;;"M-H2O-H, M+Na-2H, 2M-H";;;;;;;
