;;;;;;;;;;;;;"LP110";"LP130";"500";"501";"502";"503";"504";"505";"506";"507";"508";"LP110";"LP130";"500";"501";"502";"503";"504";"505";"506";"507";"508";"Tags";;;;;;;;;;;;;;;;;;;;;;;;;
"Compound";"Neutral mass (Da)";"m/z";"Charge";"Retention time (min)";"Chromatographic peak width (min)";"Identifications";"Max Fold Change";"Highest Mean";"Lowest Mean";"Isotope Distribution";"Maximum Abundance";"Minimum CV%";"210927C2PHR_B1LP110abcNR";"210927C2PHR_B1LP130abcNR";"210927C2PHR_B1500abcNR";"210927C2PHR_B1501abcNR";"210927C2PHR_B1502abcNR";"210927C2PHR_B1503abcNR";"210927C2PHR_B1504abcNR";"210927C2PHR_B1505abcNR";"210927C2PHR_B1506abcNR";"210927C2PHR_B1507abcNR";"210927C2PHR_B1508abcNR";"210927C2PHR_B1LP110abcNR";"210927C2PHR_B1LP130abcNR";"210927C2PHR_B1500abcNR";"210927C2PHR_B1501abcNR";"210927C2PHR_B1502abcNR";"210927C2PHR_B1503abcNR";"210927C2PHR_B1504abcNR";"210927C2PHR_B1505abcNR";"210927C2PHR_B1506abcNR";"210927C2PHR_B1507abcNR";"210927C2PHR_B1508abcNR";"D0NoQC - Anova p-value <= 0,05";"D0NoQC - Max fold change >= 2";"D0NoQC - Minimum CV >= 30";"D0NoQC - qValue>0.004";"D0NoQC - Power<0.8";"MD - Anova p-value <= 0,05";"MD - Minimum CV >= 30";"MD - Max fold change >= 2";"MD - qValue>0.004";"MD - Power<0.8";"MDNOLP130 - Anova p-value <= 0,05";"MDNOLP130 - Minimum CV >= 30";"MDNOLP130 - Max fold change >= 2";"MDNOLP130 - qValue>0.004";"MDNOLP130 - Power<0.8";"D-MolNet - Not fragmented";"Accepted Compound ID";"Accepted Description";"Adducts";"Formula";"Score";"Fragmentation Score";"Mass Error (ppm)";"Isotope Similarity";"Retention Time Error (mins)";"Compound Link"
"6,99_563,2096m/z";;"563,209625933209";"1";"6,9879";"0,0773166666666665";"0";"1,36309450564573";"500";"508";"100 - 22,5 - 0,146";"939,033540311033";"---";"707,283866942534";"723,052683844083";"939,033540311033";"880,235746331924";"877,496898981306";"802,732772353862";"859,51333156834";"883,686547015083";"808,329080343729";"734,752229563302";"688,898338612401";"597,239260564153";"740,391134108809";"724,13530445529";"717,786587513086";"733,977758520252";"741,067055763589";"746,771254968331";"998,133203214923";"890,651382649811";"876,825718618951";"814,33680805314";"x";;;;;;;;"x";"x";;;;"x";"x";;;;;;;;;;;
"7,05_329,0651m/z";;"329,065093037595";"1";"7,05358333333333";"0,0419499999999999";"0";"4,52662917774507";"506";"502";"100";"57,4180487818919";"---";"35,6528953229344";"43,7741369969209";"13,9623489913902";"18,9832356838723";"12,6845046340851";"49,2132745716491";"29,4235082938912";"48,8319923076502";"57,4180487818919";"56,6394726768898";"56,5272052036073";"30,1057465536261";"44,8238194255475";"10,7670593261689";"15,4798439148427";"10,6098885250463";"45,43272399899";"25,5640365392671";"55,1562463704333";"63,2656498203678";"67,5914197111445";"66,8199954530153";"x";"x";;;;;"x";;"x";"x";"x";;;"x";;;;;;;;;;;;
"7,05_431,0966m/z";;"431,096606501859";"1";"7,05358333333333";"0,04575";"0";"2,86293801635421";"505";"500";"100";"79,5213576318207";"---";"58,7556311318689";"56,9390298625725";"27,7761366741313";"40,4101879799319";"34,0164641515227";"50,8576532459155";"35,3039310661605";"79,5213576318207";"63,2798881524624";"64,8147533236369";"59,8779806443056";"49,6139829158984";"58,3043999932045";"21,4195556640624";"32,9524119552626";"28,452896118156";"46,9507819438846";"30,6731262207257";"89,8202056884928";"69,7244739146954";"77,3474926287538";"70,7808988605881";"x";;;;;"x";;;"x";"x";"x";;;"x";;;;;;;;;;;;
"7,12_411,1984m/z";;"411,198358550093";"1";"7,12218333333333";"0,0571666666666673";"0";"1,68607450100566";"LP130";"503";"100";"120,402018217938";"---";"101,938933291378";"120,402018217938";"103,20705490791";"110,229737063622";"104,835195164634";"71,4096667413716";"96,0983061672352";"118,258929807126";"99,064527265067";"98,4588187200112";"98,5539648554341";"86,078498304822";"123,289199817965";"79,5880753129635";"89,8866322335497";"87,6888586732319";"65,9239952667079";"83,4931234468365";"133,574698874691";"109,153512258476";"117,497056837592";"116,499222981158";"x";;;;;"x";;;"x";;;;;"x";"x";;;;;;;;;;;
"7,13_338,0995n";"338,09953337606";"377,053882349681";"1";"7,12603333333333";"0,0799999999999992";"0";"7,29316721378298";"LP130";"506";"100 - 1,41";"635,926697908108";"---";"136,76995426141";"635,926697908108";"137,87051057888";"155,835195604978";"131,038664141809";"134,451511322209";"154,18783799817";"105,329472923923";"87,1948605135918";"129,504862155732";"139,122606429462";"115,490243971752";"651,17590957699";"106,318784013162";"127,075517818782";"109,606615246104";"124,122982230246";"133,963070791057";"118,970742009836";"96,0750082668858";"154,546239202075";"164,454830121958";"x";"x";;;;;;"x";"x";"x";"x";;;;;;;;"M+Na, M+K";;;;;;;
"7,14_540,2207n";"540,220748337884";"563,209969017884";"1";"7,14126666666667";"0,0838166666666664";"0";"1,36715750792708";"500";"508";"100 - 23,5 - 2,66";"3282,99481026703";"---";"2584,81390284029";"2921,7902601642";"3282,99481026703";"3162,94235363192";"3060,70236968472";"2626,03216332334";"2979,18838760768";"2784,85429091224";"2733,91082452925";"2437,27792279779";"2401,32888217452";"2182,64888566122";"2991,85336378272";"2531,68001397524";"2579,21540675304";"2560,10872221518";"2424,30107582134";"2588,40924193853";"3145,52206691861";"3012,33929982184";"2908,55594599751";"2838,57629985669";"x";;;;;;;;"x";"x";;;;"x";"x";;;;"M+Na, M+K";;;;;;;
"7,19_449,1075m/z";;"449,107477838228";"1";"7,18695";"0,0771333333333333";"0";"1,6035447523074";"505";"502";"100 - 12,9";"515,437010386616";"---";"493,915146900914";"471,817416552824";"380,064622978924";"397,979897807978";"321,43599961581";"381,144436883267";"409,656408313091";"515,437010386616";"462,790649153822";"452,462211828642";"464,634552265248";"417,068069701219";"483,131367795548";"293,086668003753";"324,53196082618";"268,863485192504";"351,865023317177";"355,921914071512";"582,191497619275";"509,922433287912";"539,951412288146";"549,237814922016";"x";;;;;"x";;;;;"x";;;;;;;;;;;;;;;
"7,36_525,2879m/z";;"525,287865472951";"1";"7,36411666666667";"0,0390500000000005";"0";"2,84404833434115";"501";"507";"100";"51,0865516019492";"---";"47,7950019606477";"25,4550847065319";"37,1451618843264";"51,0865516019492";"40,00893975841";"33,7712228843619";"40,7877975617638";"33,244699235002";"21,0398636280915";"17,9626172259776";"28,9097970366361";"40,3586918404272";"26,0654852071181";"28,6444753626568";"41,6584326357803";"33,4652714542245";"31,1769265867442";"35,4376757798675";"37,5502357135951";"23,1826171874883";"21,4359128475268";"34,1738548647076";;"x";;"x";"x";;"x";;"x";"x";;"x";;"x";"x";;;;;;;;;;;
"7,52_488,1548m/z";;"488,154769703095";"1";"7,5167";"0,0696166666666667";"0";"1,81417491972519";"500";"LP130";"100 - 18,9";"554,338787589806";"---";"387,932403302485";"305,559723906764";"554,338787589806";"492,502294652903";"531,441387650411";"484,713891235805";"533,849733475067";"474,879500843673";"442,151027740569";"431,00267881051";"428,6101388111";"327,574927869909";"312,886896869728";"427,478113923131";"401,610071954482";"444,521409643011";"447,478299923557";"463,824842256082";"536,381366129487";"487,180820006765";"514,3424114539";"506,653874418796";"x";;;;;"x";;;;;;;;"x";"x";;;;;;;;;;;
"7,62_433,1128m/z";;"433,112809268947";"1";"7,62061666666667";"0,14595";"0";"1,29537140934827";"LP110";"502";"100 - 18,7 - 0,423";"2982,75164418807";"---";"2982,75164418807";"2739,40635317697";"2343,54412947962";"2418,33081848857";"2302,62272477417";"2329,69335716072";"2437,41409580198";"2653,75450972188";"2606,12820450767";"2506,2675586324";"2482,3516778771";"2518,67244494371";"2805,09597977087";"1807,22303182379";"1972,02332774392";"1926,01691038403";"2150,72693738487";"2117,69930302101";"2997,44349201859";"2871,54297074206";"2990,88558663556";"2934,35218017726";"x";;;;;"x";;;"x";"x";;;;"x";"x";;;;;;;;;;;
"7,64_449,1077m/z";;"449,107744293825";"1";"7,64346666666667";"0,103983333333333";"0";"2,24925456839548";"504";"LP110";"100 - 17,8 - 0,414";"2040,32938346858";"---";"907,113588714001";"938,620205650154";"1853,07270100872";"1858,40089288955";"1788,15240703556";"1827,66882173313";"2040,32938346858";"1872,70586758054";"1771,67313139397";"1436,2663812483";"1410,78017883815";"765,977953538226";"961,127859818051";"1428,99620398892";"1515,42952066781";"1495,69086469959";"1687,26779232033";"1772,70005976684";"2115,24087653181";"1952,10485735409";"1713,98636328709";"1667,66293850228";"x";"x";;;;;;;"x";"x";;;;"x";"x";;;;;;;;;;;
"7,65_287,0551m/z";;"287,055119640601";"1";"7,64726666666667";"0,100183333333333";"0";"2,14976204926465";"504";"LP110";"100 - 11,7";"2709,98408567107";"---";"1260,59723056236";"1295,54820129807";"2531,98155759531";"2544,90121587926";"2351,47369464296";"2439,52824617796";"2709,98408567107";"2559,71023149476";"2502,16121734624";"1975,16133100028";"1936,44880448441";"1064,46392041267";"1326,61481450022";"1952,5364722086";"2075,23492077662";"1966,87805235212";"2252,12433964297";"2354,51637836508";"2891,21949552579";"2756,98771952446";"2357,08335920534";"2289,04825286476";"x";;;;;;;;"x";"x";"x";;;"x";"x";;;;;;;;;;;
"7,65_594,1585n";"594,15849287074";"595,16576930274";"1";"7,64726666666667";"0,0963666666666665";"0";"2,13229648931095";"504";"LP110";"100 - 23,9 - 2,82";"4003,85694077536";"---";"1877,72055192438";"1891,41087155441";"3690,02956081193";"3639,43051557299";"3497,63107563293";"3488,06997513912";"4003,85694077536";"3549,62012215995";"3462,16851052642";"2670,46720550889";"2606,98623916779";"1585,57049919045";"1936,76598060713";"2845,56468407135";"2967,76678423947";"2925,57548636822";"3220,11737379802";"3478,67236325554";"4009,33307709073";"3814,7646123974";"3186,83527903053";"3081,68090072404";"x";;;;;;;;"x";"x";;;;"x";"x";;;;"M+H, M+Na";;;;;;;
"7,67_283,0598m/z";;"283,059790068743";"1";"7,67391666666667";"0,0735333333333337";"0";"1,89427079832191";"LP110";"500";"100 - 3,49";"231,75798455872";"---";"231,75798455872";"222,055508454265";"122,346807417413";"169,386121502013";"172,036702423696";"177,329963232895";"212,030876293165";"216,179813137886";"211,754869184221";"179,940936985789";"182,632917287137";"195,699313666";"227,380291108931";"94,3476871007142";"138,125594912116";"143,899213062461";"163,707522948543";"184,218857074112";"244,177361403284";"233,320527008081";"214,734756878936";"215,887742171953";"x";;;;;"x";;;"x";"x";;;;"x";"x";;;;;;;;;;;
"7,67_295,0367n";"295,036692641403";"313,070518171403";"1";"7,67011666666667";"0,0925666666666665";"0";"1,25170013271392";"505";"500";"100 - 4,01";"867,83573589261";"---";"857,586585622768";"833,661537926761";"693,325592297398";"754,86595282406";"723,291440553142";"796,963529818927";"823,995428712609";"867,83573589261";"830,636528454465";"788,475126129943";"808,561981036186";"724,156738483465";"853,652334497921";"534,657727666069";"615,554024663614";"604,993397595345";"735,741004895112";"715,912223566201";"980,229546162918";"915,230678367796";"940,936605926273";"955,789476973313";"x";;;;;"x";;;"x";;"x";;;"x";;;;;"M+NH4, M+ACN+H";;;;;;;
"7,67_367,0808m/z";;"367,080764433633";"1";"7,67391666666667";"0,0811500000000001";"0";"1,31877699057946";"505";"500";"100 - 2,74";"274,132846714387";"---";"233,335909638784";"232,605380168572";"207,868994282297";"209,087843289374";"215,58727203195";"228,858081997651";"248,291539068399";"274,132846714387";"256,059364046309";"226,034150374247";"228,805466971623";"197,031733154256";"238,183143595047";"160,298084146779";"170,50028944014";"180,326862550973";"211,277265429669";"215,723220825207";"309,635919344585";"282,137105015815";"269,740666798818";"270,467648411057";"x";;;;;"x";;;"x";;"x";;;;;;;;;;;;;;;
"7,67_414,0945n";"414,094540217571";"415,101901483758";"1";"7,67011666666667";"0,134533333333334";"0";"1,25913944598625";"LP110";"500";"100 - 6,98";"1260,04169229555";"---";"1260,04169229555";"1162,48380577052";"1000,71655789371";"1067,23178635326";"1038,37715443988";"1110,97024608826";"1116,74544768345";"1229,59732451046";"1222,09002950291";"1129,62569977112";"1106,18628059528";"1063,994817017";"1190,35959974828";"771,702136521966";"870,272157435355";"868,545219019235";"1025,62580931559";"970,262320335441";"1388,84304657992";"1346,55080581347";"1348,05288928615";"1307,60687660616";"x";;;;;"x";;;"x";;"x";;;"x";;;;;"M+H-2H2O, M+H-H2O, M+H";;;;;;;
"7,68_455,0943m/z";;"455,094341833996";"1";"7,68176666666667";"0,0430666666666664";"0";"5,28497880499225";"LP130";"500";"100";"44,6581532405197";"---";"42,0427322754078";"44,6581532405197";"8,45001557969071";"21,181369916193";"11,3241149739121";"10,083528242908";"12,5214470943919";"15,5708411874477";"21,6313023575035";"37,1336236868941";"30,3486824536167";"35,5014040470137";"45,7290339469693";"6,51622582344025";"17,2723083496128";"9,47199760526414";"9,30891430378375";"10,8790130615387";"17,5874280803245";"23,8342895507781";"44,3138720294029";"35,8747406005889";"x";"x";;;;;"x";;"x";"x";;"x";;"x";"x";;;;;;;;;;;
